Date;Open;High;Low;Close;Adj Close;Volume
2023-04-10;100822,0;102196,0;100819,0;101847,0;101847,0;8148700
2023-04-11;101849,0;106455,0;101848,0;106214,0;106214,0;18725700
2023-04-12;106218,0;108277,0;106217,0;106890,0;106890,0;17345500
2023-04-13;106890,0;107037,0;106220,0;106458,0;106458,0;12182900
2023-04-14;106458,0;106701,0;104934,0;106279,0;106279,0;11501000
2023-04-17;106279,0;106830,0;105623,0;106016,0;106016,0;10253400
2023-04-18;106023,0;106475,0;105122,0;106163,0;106163,0;11207900
2023-04-19;106149,0;106149,0;103604,0;103913,0;103913,0;12713600
2023-04-20;103913,0;104615,0;103087,0;104367,0;104367,0;12378000
2023-04-24;104367,0;104822,0;103247,0;103947,0;103947,0;10935400
2023-04-25;103947,0;103947,0;102633,0;103220,0;103220,0;10873200
2023-04-26;103220,0;103668,0;102233,0;102312,0;102312,0;10115500
2023-04-27;102310,0;103177,0;101975,0;102923,0;102923,0;11302800
2023-04-28;102923,0;104432,0;102449,0;104432,0;104432,0;13080900
2023-05-02;104431,0;104447,0;101569,0;101927,0;101927,0;12018000
2023-05-03;101927,0;102331,0;101433,0;101797,0;101797,0;11688200
2023-05-04;101798,0;103321,0;101063,0;102174,0;102174,0;14837300
2023-05-05;102175,0;105306,0;102175,0;105148,0;105148,0;16699500
2023-05-08;105161,0;106716,0;105161,0;106042,0;106042,0;13259200
2023-05-09;106028,0;107731,0;105549,0;107114,0;107114,0;13526600
2023-05-10;107114,0;107744,0;106538,0;107448,0;107448,0;13576900
2023-05-11;107446,0;108667,0;106419,0;108256,0;108256,0;12772100
2023-05-12;108256,0;108817,0;107497,0;108464,0;108464,0;0
2023-05-15;108469,0;109271,0;108356,0;109029,0;109029,0;11603200
2023-05-16;109029,0;110151,0;108085,0;108194,0;108194,0;16897300
2023-05-17;108194,0;109774,0;108188,0;109460,0;109460,0;13993000
2023-05-18;109459,0;110206,0;108864,0;110108,0;110108,0;13613100
2023-05-19;110113,0;111211,0;109787,0;110745,0;110745,0;16135800
2023-05-22;110745,0;111643,0;110178,0;110213,0;110213,0;11769400
2023-05-23;110213,0;111325,0;109713,0;109929,0;109929,0;12334800
2023-05-24;109920,0;109920,0;108546,0;108800,0;108800,0;12980200
2023-05-25;108800,0;111115,0;108800,0;110054,0;110054,0;14745300
2023-05-26;110058,0;111706,0;109900,0;110906,0;110906,0;11019700
2023-05-29;110906,0;111168,0;110195,0;110333,0;110333,0;5913000
2023-05-30;110333,0;111291,0;108552,0;108967,0;108967,0;11588000
2023-05-31;108967,0;109137,0;108193,0;108335,0;108335,0;15861100
2023-06-01;108339,0;110745,0;108335,0;110565,0;110565,0;14669000
2023-06-02;110568,0;113070,0;110567,0;112558,0;112558,0;14545800
2023-06-05;112558,0;113071,0;111736,0;112696,0;112696,0;9078800
2023-06-06;112697,0;114783,0;112696,0;114610,0;114610,0;15025400
2023-06-07;114610,0;115978,0;114610,0;115488,0;115488,0;14017100
2023-06-09;115489,0;117603,0;115489,0;117019,0;117019,0;13527100
2023-06-12;117022,0;117735,0;116704,0;117336,0;117336,0;12016200
2023-06-13;117337,0;117924,0;116363,0;116743,0;116743,0;12392200
2023-06-14;116753,0;119085,0;116745,0;119069,0;119069,0;16938600
2023-06-15;119068,0;119686,0;118693,0;119221,0;119221,0;12298000
2023-06-16;119208,0;119555,0;118487,0;118758,0;118758,0;15251700
2023-06-19;118757,0;119939,0;118558,0;119858,0;119858,0;6776300
2023-06-20;119858,0;119858,0;118416,0;119622,0;119622,0;10924200
2023-06-21;119623,0;120519,0;119332,0;120420,0;120420,0;11736700
2023-06-22;120420,0;120420,0;118018,0;118934,0;118934,0;11831500
2023-06-23;118959,0;119386,0;118178,0;118977,0;118977,0;12845400
2023-06-26;118977,0;119148,0;117491,0;118243,0;118243,0;10456600
2023-06-27;118246,0;119212,0;116561,0;117523,0;117523,0;13077000
2023-06-28;117524,0;117937,0;116560,0;116681,0;116681,0;10646300
2023-06-29;116683,0;118623,0;116683,0;118383,0;118383,0;11055300
2023-06-30;118388,0;119447,0;118087,0;118087,0;118087,0;0
2023-07-03;118092,0;119877,0;118092,0;119673,0;119673,0;8907500
2023-07-04;119673,0;119678,0;118830,0;119076,0;119076,0;6555200
2023-07-05;119072,0;120200,0;118688,0;119549,0;119549,0;10959000
2023-07-06;119548,0;119548,0;117096,0;117426,0;117426,0;11025700
2023-07-07;117427,0;119549,0;117427,0;118898,0;118898,0;10521000
2023-07-10;118897,0;118897,0;117814,0;117942,0;117942,0;8104000
2023-07-11;117942,0;117942,0;115704,0;117220,0;117220,0;10592500
2023-07-12;117557,0;119156,0;117557,0;117666,0;117666,0;8941200
2023-07-13;117671,0;119739,0;117668,0;119264,0;119264,0;9257600
2023-07-14;119268,0;119329,0;117526,0;117711,0;117711,0;8980000
2023-07-17;117711,0;118302,0;116591,0;118219,0;118219,0;8201900
2023-07-18;118218,0;118732,0;117324,0;117841,0;117841,0;8584800
2023-07-19;117842,0;118011,0;116660,0;117552,0;117552,0;9728700
2023-07-20;117558,0;118290,0;117484,0;118083,0;118083,0;8986400
2023-07-21;118090,0;120373,0;118086,0;120217,0;120217,0;11181500
2023-07-24;120220,0;121772,0;120099,0;121342,0;121342,0;10494800
2023-07-25;121344,0;123010,0;121344,0;122008,0;122008,0;11427100
2023-07-26;122003,0;122747,0;121370,0;122560,0;122560,0;9988800
2023-07-27;122560,0;122599,0;119825,0;119990,0;119990,0;10678700
2023-07-28;120002,0;120660,0;119706,0;120187,0;120187,0;8464200
2023-07-31;120188,0;122149,0;120188,0;121943,0;121943,0;10122700
2023-08-01;121945,0;121945,0;120154,0;121248,0;121248,0;10302800
2023-08-02;121249,0;121252,0;119798,0;120859,0;120859,0;10565900
2023-08-03;120859,0;122619,0;120365,0;120586,0;120586,0;13027300
2023-08-04;120586,0;121442,0;119215,0;119508,0;119508,0;15065200
2023-08-07;119509,0;120104,0;118894,0;119380,0;119380,0;8726500
2023-08-08;119378,0;119553,0;117492,0;119090,0;119090,0;10246000
2023-08-09;119090,0;119090,0;117901,0;118409,0;118409,0;11245600
2023-08-10;118412,0;119438,0;118113,0;118350,0;118350,0;12689600
2023-08-11;118350,0;119054,0;117415,0;118065,0;118065,0;11867500
2023-08-14;118067,0;118082,0;116530,0;116810,0;116810,0;11203500
2023-08-15;116809,0;117697,0;116033,0;116171,0;116171,0;14636000
2023-08-16;116171,0;117338,0;115534,0;115592,0;115592,0;18862600
2023-08-17;115592,0;116610,0;114859,0;114982,0;114982,0;12747500
2023-08-18;114973,0;115729,0;114423,0;115409,0;115409,0;10601000
2023-08-21;115404,0;115425,0;114067,0;114429,0;114429,0;9794400
2023-08-22;114433,0;116286,0;114433,0;116156,0;116156,0;9828500
2023-08-23;116160,0;118135,0;116159,0;118135,0;118135,0;11542800
2023-08-24;118135,0;118136,0;116848,0;117026,0;117026,0;9196200
2023-08-25;117025,0;117252,0;115397,0;115837,0;115837,0;9214100
2023-08-28;115838,0;117253,0;115836,0;117121,0;117121,0;9596900
2023-08-29;117124,0;118493,0;117124,0;118404,0;118404,0;9631600
2023-08-30;118404,0;118841,0;117471,0;117535,0;117535,0;8924000
2023-08-31;117537,0;117637,0;115742,0;115742,0;115742,0;12950000
2023-09-01;115744,0;117991,0;115744,0;117893,0;117893,0;11890700
2023-09-04;117893,0;118576,0;117590,0;117777,0;117777,0;5529700
2023-09-05;117776,0;117957,0;116637,0;117331,0;117331,0;10870700
2023-09-06;117331,0;117971,0;115984,0;115985,0;115985,0;9916100
2023-09-08;115979,0;115979,0;114839,0;115313,0;115313,0;8360700
2023-09-11;115316,0;117131,0;115316,0;116883,0;116883,0;8789000
2023-09-12;116885,0;118154,0;116885,0;117968,0;117968,0;9192800
2023-09-13;117968,0;119318,0;117722,0;118176,0;118176,0;12075300
2023-09-14;118181,0;119748,0;118181,0;119392,0;119392,0;13279300
2023-09-15;119393,0;119780,0;118666,0;118758,0;118758,0;16107600
2023-09-18;118759,0;119486,0;118123,0;118288,0;118288,0;11273100
2023-09-19;118293,0;118458,0;117628,0;117846,0;117846,0;11453800
2023-09-20;117864,0;119616,0;117847,0;118695,0;118695,0;9238800
2023-09-21;118695,0;118695,0;116013,0;116145,0;116145,0;12685800
2023-09-22;116147,0;116968,0;115855,0;116009,0;116009,0;9443500
2023-09-25;116009,0;116031,0;115573,0;115925,0;115925,0;9580000
2023-09-26;115922,0;115922,0;114162,0;114193,0;114193,0;11241800
2023-09-27;114194,0;115340,0;113366,0;114327,0;114327,0;13359300
2023-09-28;114875,0;115954,0;114811,0;115731,0;115731,0;10387000
2023-09-29;115742,0;116899,0;115742,0;116565,0;116565,0;11143200
2023-10-02;116565,0;116672,0;114761,0;115057,0;115057,0;8524900
2023-10-03;115055,0;115056,0;113151,0;113419,0;113419,0;11104800
2023-10-04;113430,0;114075,0;113036,0;113607,0;113607,0;10813800
2023-10-05;113609,0;114359,0;112705,0;113284,0;113284,0;9507200
2023-10-06;113283,0;114491,0;111599,0;114170,0;114170,0;13138200
2023-10-09;114169,0;115219,0;113448,0;115156,0;115156,0;9474400
2023-10-10;115158,0;116900,0;115158,0;116737,0;116737,0;11621500
2023-10-11;116737,0;117099,0;116231,0;117051,0;117051,0;9949800
2023-10-13;117050,0;117070,0;115658,0;115754,0;115754,0;10609300
2023-10-16;115760,0;116905,0;115760,0;116534,0;116534,0;8989900
2023-10-17;116526,0;116917,0;115564,0;115908,0;115908,0;10371700
2023-10-18;115907,0;115907,0;113952,0;114060,0;114060,0;15492200
2023-10-19;114059,0;115063,0;113768,0;114004,0;114004,0;11497600
2023-10-20;113996,0;114090,0;112533,0;113155,0;113155,0;0
2023-10-23;113145,0;113680,0;112164,0;112785,0;112785,0;10701800
2023-10-24;112814,0;114249,0;112814,0;113762,0;113762,0;10711800
2023-10-25;113762,0;114319,0;112680,0;112830,0;112830,0;12306500
2023-10-26;112840,0;114886,0;112840,0;114777,0;114777,0;12770600
2023-10-27;114777,0;115342,0;112953,0;113301,0;113301,0;12289500
2023-10-30;113303,0;114204,0;112309,0;112532,0;112532,0;9741800
2023-10-31;112534,0;113597,0;112098,0;113144,0;113144,0;10557400
2023-11-01;113157,0;115433,0;113157,0;115053,0;115053,0;13904100
2023-11-03;115062,0;118502,0;115062,0;118160,0;118160,0;15714000
2023-11-06;118160,0;118758,0;118045,0;118487,0;118487,0;10167700
2023-11-07;118422,0;119577,0;118026,0;119268,0;119268,0;16393100
2023-11-08;119268,0;119976,0;118464,0;119099,0;119099,0;15193500
2023-11-09;119180,0;120257,0;118446,0;119012,0;119012,0;15568300
2023-11-10;119036,0;120823,0;119036,0;120636,0;120636,0;0
2023-11-13;120561,0;120606,0;119878,0;120376,0;120376,0;11198000
2023-11-14;120411,0;123370,0;120411,0;123328,0;123328,0;19427900
2023-11-16;123165,0;124737,0;123165,0;124576,0;124576,0;18355600
2023-11-17;124639,0;125431,0;124547,0;125062,0;125062,0;15719100
2023-11-20;124773,0;126162,0;124773,0;126095,0;126095,0;11108500
2023-11-21;125957,0;125957,0;125060,0;125607,0;125607,0;10793500
2023-11-22;125626,0;126875,0;125439,0;126035,0;126035,0;14058500
2023-11-23;126035,0;126760,0;125764,0;126576,0;126576,0;7816400
2023-11-24;126553,0;126553,0;125341,0;125542,0;125542,0;9613100
2023-11-27;125517,0;125826,0;124840,0;125683,0;125683,0;11013800
2023-11-28;125726,0;126916,0;125388,0;126538,0;126538,0;12394200
2023-11-29;126541,0;127388,0;126018,0;126101,0;126101,0;12417500
2023-11-30;126168,0;127399,0;126168,0;127331,0;127331,0;19238400
2023-12-01;127331,0;128165,0;126656,0;128103,0;128103,0;13696500
2023-12-04;128183,0;128183,0;126643,0;126803,0;126803,0;10270500
2023-12-05;126802,0;127489,0;126491,0;126903,0;126903,0;11960300
2023-12-06;126907,0;127538,0;125614,0;125623,0;125623,0;10837300
2023-12-07;125623,0;126581,0;125566,0;126010,0;126010,0;10505300
2023-12-08;126010,0;127289,0;125562,0;127094,0;127094,0;10745300
2023-12-11;127093,0;127154,0;126526,0;126916,0;126916,0;7091900
2023-12-12;126923,0;127359,0;126013,0;126403,0;126403,0;10266500
2023-12-13;126406,0;129793,0;126299,0;129465,0;129465,0;15066200
2023-12-14;129469,0;131260,0;129469,0;130842,0;130842,0;15822800
2023-12-15;130842,0;131661,0;129884,0;130197,0;130197,0;15141000
2023-12-18;130202,0;131447,0;130198,0;131084,0;131084,0;9604400
2023-12-19;131088,0;132047,0;131086,0;131851,0;131851,0;9429700
2023-12-20;131851,0;132341,0;130710,0;130804,0;130804,0;10335800
2023-12-21;130826,0;132277,0;130822,0;132182,0;132182,0;8681000
2023-12-22;132553,0;133035,0;132094,0;132753,0;132753,0;8231100
2023-12-26;132753,0;133645,0;132753,0;133533,0;133533,0;0
2023-12-27;133523,0;134195,0;133328,0;134194,0;134194,0;6168200
2023-12-28;134194,0;134392,0;133832,0;134185,0;134185,0;7812700
2024-01-02;134186,0;134195,0;132095,0;132697,0;132697,0;8437800
2024-01-03;132697,0;133576,0;132250,0;132834,0;132834,0;8702400
2024-01-04;132831,0;132885,0;131024,0;131226,0;131226,0;8972300
2024-01-05;131218,0;132635,0;130579,0;132023,0;132023,0;9199700
2024-01-08;132023,0;132498,0;131015,0;132427,0;132427,0;8497500
2024-01-09;132424,0;132426,0;131203,0;131447,0;131447,0;9287500
2024-01-10;131447,0;131628,0;130438,0;130841,0;130841,0;8958400
2024-01-11;130841,0;131308,0;129898,0;130649,0;130649,0;9761700
2024-01-12;130652,0;131927,0;130410,0;130988,0;130988,0;10661900
2024-01-15;130988,0;131606,0;130253,0;131521,0;131521,0;5746600
2024-01-16;131515,0;131517,0;129147,0;129294,0;129294,0;11911300
2024-01-17;129293,0;129296,0;128312,0;128524,0;128524,0;9952500
2024-01-18;128524,0;129047,0;127316,0;127316,0;127316,0;12460800
2024-01-19;127319,0;127820,0;126533,0;127636,0;127636,0;11956900
2024-01-22;127636,0;127843,0;125876,0;126602,0;126602,0;9509100
2024-01-23;126612,0;128331,0;126612,0;128263,0;128263,0;9366100
2024-01-24;128275,0;129446,0;127680,0;127816,0;127816,0;8823800
2024-01-25;127815,0;128697,0;127803,0;128169,0;128169,0;8757600
2024-01-26;128196,0;129252,0;127869,0;128967,0;128967,0;8508000
2024-01-29;128970,0;129068,0;127853,0;128503,0;128503,0;8764500
2024-01-30;128492,0;128492,0;127105,0;127402,0;127402,0;10037400
2024-01-31;127402,0;129558,0;127326,0;127752,0;127752,0;12495200
2024-02-01;127752,0;128481,0;127284,0;128481,0;128481,0;10226400
2024-02-02;128471,0;128878,0;126628,0;127182,0;127182,0;10982800
2024-02-05;127182,0;127834,0;126443,0;127593,0;127593,0;9637200
2024-02-06;127593,0;130417,0;127593,0;130416,0;130416,0;13780300
2024-02-07;130412,0;130552,0;129518,0;129608,0;129608,0;15425400
2024-02-08;129950,0;130126,0;127912,0;128217,0;128217,0;13634900
2024-02-09;128216,0;128896,0;127579,0;128026,0;128026,0;12115800
2024-02-14;128026,0;128026,0;126663,0;127018,0;127018,0;7748300
2024-02-15;127018,0;127824,0;126932,0;127804,0;127804,0;10980100
2024-02-16;127809,0;129069,0;127653,0;128726,0;128726,0;10119100
2024-02-19;128720,0;129036,0;128097,0;129036,0;129036,0;5799100
2024-02-20;129033,0;129916,0;128326,0;129916,0;129916,0;12237000
2024-02-21;129916,0;130034,0;129359,0;130032,0;130032,0;12585700
2024-02-22;130035,0;130829,0;129971,0;130241,0;130241,0;10771700
2024-02-23;130240,0;130624,0;129077,0;129419,0;129419,0;9230300
2024-02-26;129417,0;129978,0;129077,0;129609,0;129609,0;7436900
2024-02-27;129613,0;131696,0;129613,0;131689,0;131689,0;10049000
2024-02-28;131685,0;131685,0;129771,0;130155,0;130155,0;9045600
2024-02-29;130155,0;130155,0;128669,0;129020,0;129020,0;12003100
2024-03-01;129026,0;129716,0;128717,0;129180,0;129180,0;9765100
2024-03-04;129176,0;129307,0;128278,0;128341,0;128341,0;7967700
2024-03-05;128336,0;128989,0;127823,0;128098,0;128098,0;9692200
2024-03-06;128099,0;129323,0;128099,0;128890,0;128890,0;11057900
2024-03-07;128890,0;129188,0;128033,0;128340,0;128340,0;7350000
2024-03-08;128335,0;128338,0;125802,0;127071,0;127071,0;11937900
2024-03-11;127068,0;127068,0;126065,0;126124,0;126124,0;8899100
2024-03-12;126124,0;128039,0;126121,0;127668,0;127668,0;9483700
2024-03-13;127668,0;128530,0;127439,0;128006,0;128006,0;8837200
2024-03-14;127992,0;128256,0;127192,0;127690,0;127690,0;9292600
2024-03-15;127682,0;127957,0;126502,0;126742,0;126742,0;14992400
2024-03-18;126758,0;127540,0;126272,0;126954,0;126954,0;10512100
2024-03-19;126955,0;128000,0;126955,0;127529,0;127529,0;11184800
2024-03-20;127534,0;129210,0;127349,0;129125,0;129125,0;10819300
2024-03-21;129125,0;129556,0;128093,0;128159,0;128159,0;9570800
2024-03-22;128159,0;128159,0;126879,0;127027,0;127027,0;9367800
2024-03-25;127027,0;127224,0;126750,0;126931,0;126931,0;8060500
2024-03-26;126931,0;127193,0;126591,0;126863,0;126863,0;9435700
2024-03-27;126863,0;127756,0;126223,0;127691,0;127691,0;9918200
2024-03-28;127689,0;128364,0;127270,0;128106,0;128106,0;9943400
2024-04-01;128106,0;128659,0;126772,0;126990,0;126990,0;9372600
2024-04-02;126990,0;127654,0;126669,0;127549,0;127549,0;9073600
2024-04-03;127546,0;127694,0;126181,0;127318,0;127318,0;11032700
2024-04-04;127313,0;129627,0;127178,0;127428,0;127428,0;13229200
2024-04-05;127422,0;127432,0;126394,0;126795,0;126795,0;9101300
2024-04-08;126796,0;129178,0;126796,0;128857,0;128857,0;8128300
2024-04-09;128858,0;129956,0;128826,0;129890,0;129890,0;8489700
2024-04-10;129872,0;129872,0;127732,0;128054,0;128054,0;10451800
2024-04-11;128051,0;128051,0;127069,0;127396,0;127396,0;8882900
2024-04-12;127396,0;127640,0;125635,0;125946,0;125946,0;10246600
2024-04-15;125946,0;126250,0;125034,0;125334,0;125334,0;13504500
2024-04-16;125316,0;125316,0;123756,0;124389,0;124389,0;14009800
2024-04-17;124389,0;125301,0;123642,0;124171,0;124171,0;11370900
2024-04-18;124171,0;125140,0;123397,0;124196,0;124196,0;10662400
2024-04-19;124197,0;125509,0;124056,0;125124,0;125124,0;13604100
2024-04-22;125124,0;126081,0;124633,0;125573,0;125573,0;10264100
2024-04-23;125572,0;125826,0;124310,0;125148,0;125148,0;11257800
2024-04-24;125149,0;125473,0;124556,0;124741,0;124741,0;10526300
2024-04-25;124718,0;124732,0;123703,0;124646,0;124646,0;10093100
2024-04-26;124651,0;126826,0;124651,0;126526,0;126526,0;8900000
2024-04-29;126527,0;127352,0;126467,0;127352,0;127352,0;8385100
2024-04-30;127352,0;127352,0;125856,0;125924,0;125924,0;10889600
2024-05-02;125926,0;127670,0;125926,0;127122,0;127122,0;11547800
2024-05-03;127130,0;128787,0;127130,0;128509,0;128509,0;12799200
2024-05-06;128506,0;129181,0;128294,0;128466,0;128466,0;8779100
2024-05-07;128466,0;129745,0;128464,0;129210,0;129210,0;10177500
2024-05-08;129210,0;129564,0;128048,0;129481,0;129481,0;9788900
2024-05-09;129468,0;129468,0;127376,0;128188,0;128188,0;13369000
2024-05-10;128188,0;129022,0;127467,0;127600,0;127600,0;12574200
2024-05-13;127600,0;128669,0;127599,0;128155,0;128155,0;8917300
2024-05-14;128155,0;128965,0;127962,0;128515,0;128515,0;11886800
2024-05-15;128514,0;128646,0;127029,0;128028,0;128028,0;10855600
2024-05-16;128029,0;128965,0;127922,0;128284,0;128284,0;9852200
2024-05-17;128280,0;128464,0;127696,0;128151,0;128151,0;10262600
2024-05-20;128151,0;128730,0;127488,0;127751,0;127751,0;9340300
2024-05-21;127754,0;128272,0;127205,0;127412,0;127412,0;9138500
2024-05-22;127412,0;127412,0;125524,0;125650,0;125650,0;12403500
2024-05-23;125650,0;125665,0;124431,0;124729,0;124729,0;9985400
2024-05-24;124731,0;125257,0;124259,0;124306,0;124306,0;9211500
2024-05-27;124297,0;124535,0;124081,0;124496,0;124496,0;4327600
2024-05-28;124498,0;125392,0;123537,0;123780,0;123780,0;9179800
2024-05-29;123780,0;123780,0;122458,0;122707,0;122707,0;8257700
2024-05-31;122704,0;122837,0;121929,0;122098,0;122098,0;15918600
2024-06-03;122100,0;122495,0;121496,0;122032,0;122032,0;8428100
2024-06-04;122032,0;122032,0;120878,0;121802,0;121802,0;8529300
2024-06-05;121803,0;122170,0;121253,0;121407,0;121407,0;8768700
2024-06-06;121408,0;123246,0;121377,0;122899,0;122899,0;8404200
2024-06-07;122899,0;122899,0;120679,0;120767,0;120767,0;9801200
2024-06-10;120769,0;121421,0;120540,0;120760,0;120760,0;6568400
2024-06-11;120760,0;121759,0;120757,0;121635,0;121635,0;7477000
2024-06-12;121644,0;122483,0;119544,0;119936,0;119936,0;11278800
2024-06-13;119936,0;120222,0;119171,0;119568,0;119568,0;8543000
2024-06-14;119558,0;120214,0;118828,0;119662,0;119662,0;7847600
2024-06-17;119663,0;119663,0;118685,0;119138,0;119138,0;7380600
2024-06-18;119138,0;120109,0;118872,0;119630,0;119630,0;8100100
2024-06-19;119630,0;120383,0;118960,0;120261,0;120261,0;5646300
2024-06-20;120267,0;121607,0;120156,0;120446,0;120446,0;8659500
2024-06-21;120446,0;121580,0;120061,0;121341,0;121341,0;12906900
2024-06-24;121343,0;122840,0;121307,0;122637,0;122637,0;7836100
2024-06-25;122804,0;122849,0;121997,0;122331,0;122331,0;6942900
2024-06-26;122331,0;122701,0;121402,0;122641,0;122641,0;8178800
2024-06-27;122642,0;124308,0;122642,0;124308,0;124308,0;8707300
2024-06-28;124308,0;124500,0;123298,0;123907,0;123907,0;9070800
2024-07-01;123905,0;125220,0;123735,0;124718,0;124718,0;0
2024-07-02;124720,0;125491,0;124310,0;124787,0;124787,0;8368000
2024-07-03;124787,0;126581,0;124787,0;125662,0;125662,0;8534200
2024-07-04;125666,0;126660,0;125666,0;126164,0;126164,0;6535700
2024-07-05;126165,0;126662,0;125556,0;126267,0;126267,0;8085600
2024-07-08;126280,0;126551,0;125614,0;126548,0;126548,0;7430300
2024-07-09;126548,0;127295,0;125937,0;127108,0;127108,0;6684600
2024-07-10;127109,0;127769,0;126928,0;127218,0;127218,0;8152600
2024-07-11;127221,0;128326,0;127221,0;128294,0;128294,0;7972900
2024-07-12;128293,0;129015,0;128002,0;128897,0;128897,0;7206600
2024-07-15;128898,0;129485,0;128723,0;129321,0;129321,0;5826900
2024-07-16;129322,0;129521,0;128761,0;129110,0;129110,0;6818900
2024-07-17;129112,0;129658,0;128741,0;129450,0;129450,0;6672400
2024-07-18;129450,0;129454,0;127523,0;127652,0;127652,0;7591500
2024-07-19;127652,0;128360,0;127413,0;127616,0;127616,0;7620400
2024-07-22;127616,0;128151,0;127456,0;127860,0;127860,0;6098200
2024-07-23;127860,0;127860,0;126530,0;126590,0;126590,0;7022900
2024-07-24;126596,0;126823,0;126218,0;126423,0;126423,0;7304800
2024-07-25;126423,0;126423,0;125626,0;125954,0;125954,0;7134100
2024-07-26;125964,0;127700,0;125953,0;127492,0;127492,0;8272000
2024-07-29;127492,0;127657,0;126606,0;126954,0;126954,0;7075400
2024-07-30;126951,0;126951,0;125973,0;126139,0;126139,0;6848600
2024-07-31;126139,0;127853,0;126139,0;127652,0;127652,0;9471900
2024-08-01;127652,0;128762,0;127150,0;127395,0;127395,0;9814200
2024-08-02;127395,0;128104,0;125731,0;125854,0;125854,0;9950900
2024-08-05;125851,0;125851,0;123073,0;125270,0;125270,0;10886100
2024-08-06;125270,0;126966,0;125261,0;126267,0;126267,0;10052600
2024-08-07;126268,0;127517,0;126268,0;127514,0;127514,0;8837900
2024-08-08;127515,0;128793,0;127515,0;128661,0;128661,0;8624000
2024-08-09;128662,0;130631,0;128662,0;130615,0;130615,0;11324800
2024-08-12;130615,0;131662,0;130615,0;131116,0;131116,0;8601600
2024-08-13;131115,0;132430,0;131115,0;132398,0;132398,0;9798900
2024-08-14;132398,0;133777,0;132112,0;133318,0;133318,0;12158400
2024-08-15;133319,0;134575,0;133319,0;134153,0;134153,0;10534800
2024-08-16;134154,0;134781,0;133852,0;133953,0;133953,0;10871900
2024-08-19;133953,0;136179,0;133953,0;135778,0;135778,0;11281500
2024-08-20;135779,0;136330,0;135312,0;136087,0;136087,0;8106800
2024-08-21;136088,0;137040,0;136086,0;136464,0;136464,0;9572200
2024-08-22;136462,0;136462,0;134836,0;135173,0;135173,0;8050200
2024-08-23;135174,0;136478,0;135174,0;135608,0;135608,0;8649400
2024-08-26;135608,0;137013,0;135596,0;136889,0;136889,0;7560000
2024-08-27;136888,0;137213,0;136664,0;136776,0;136776,0;6745900
2024-08-28;136776,0;137469,0;135746,0;137344,0;137344,0;7457100
2024-08-29;137349,0;137370,0;135858,0;136041,0;136041,0;8385100
2024-08-30;136041,0;136139,0;134910,0;136004,0;136004,0;18397900
2024-09-02;136004,0;136004,0;134497,0;134981,0;134981,0;3666100
2024-09-03;134907,0;135011,0;134171,0;134353,0;134353,0;8802400
2024-09-04;134359,0;136838,0;134359,0;136111,0;136111,0;9419500
2024-09-05;136112,0;136656,0;135959,0;136502,0;136502,0;7528700
2024-09-06;136508,0;136653,0;134476,0;134572,0;134572,0;7563300
2024-09-09;134574,0;135250,0;134399,0;134737,0;134737,0;6587600
2024-09-10;134738,0;134738,0;133754,0;134320,0;134320,0;8253500
2024-09-11;134319,0;135087,0;133757,0;134677,0;134677,0;7947300
2024-09-12;134677,0;134777,0;133591,0;134029,0;134029,0;7004900
2024-09-13;134031,0;135879,0;134031,0;134882,0;134882,0;8866000
2024-09-16;134885,0;135715,0;134870,0;135118,0;135118,0;6707000
2024-09-17;135118,0;135118,0;134180,0;134960,0;134960,0;7314500
2024-09-18;134960,0;135203,0;133748,0;133748,0;133748,0;9792800
2024-09-19;133748,0;134759,0;133123,0;133123,0;133123,0;9254500
2024-09-20;133121,0;133128,0;130907,0;131065,0;131065,0;13605800
2024-09-23;131065,0;131065,0;130100,0;130568,0;130568,0;9140800
2024-09-24;130570,0;133073,0;130570,0;132156,0;132156,0;9367100
2024-09-25;132156,0;132982,0;131489,0;131586,0;131586,0;10527200
2024-09-26;131595,0;133313,0;131594,0;133010,0;133010,0;11618300
2024-09-27;133010,0;133923,0;132628,0;132730,0;132730,0;9338900
2024-09-30;132761,0;133120,0;131816,0;131816,0;131816,0;9131600
2024-10-01;131817,0;133405,0;131817,0;132495,0;132495,0;9841100
2024-10-02;132495,0;134922,0;132495,0;133515,0;133515,0;9398700
2024-10-03;133514,0;133514,0;131176,0;131672,0;131672,0;9821200
2024-10-04;131672,0;131936,0;131156,0;131792,0;131792,0;7054700
2024-10-07;131792,0;132943,0;131676,0;132018,0;132018,0;7702100
2024-10-08;132016,0;132016,0;130371,0;131512,0;131512,0;9093200
2024-10-09;131510,0;131520,0;129719,0;129962,0;129962,0;9220400
2024-10-10;129963,0;130418,0;129835,0;130353,0;130353,0;7617300
2024-10-11;130354,0;130354,0;129338,0;129992,0;129992,0;7973300
2024-10-14;129992,0;131220,0;129729,0;131005,0;131005,0;8502100
2024-10-15;131005,0;131457,0;130200,0;131043,0;131043,0;7982900
2024-10-16;131045,0;132233,0;130780,0;131750,0;131750,0;10282800
2024-10-17;131716,0;131716,0;129902,0;130793,0;130793,0;7086000
2024-10-18;130793,0;131725,0;130121,0;130499,0;130499,0;8683700
2024-10-21;130499,0;131124,0;130157,0;130362,0;130362,0;7774900
2024-10-22;130346,0;130346,0;129094,0;129721,0;129721,0;5522000
2024-10-23;129949,0;129949,0;128589,0;129233,0;129233,0;7962200
